Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
New Nric,Chrome 127.0.0.0,,,01-08-2024 18:15:04,01-08-2024 18:17:14,2m - 9.831s,PASSED
,,,,,,,
Test Cases/TC01_NEW_NRIC,Chrome 127.0.0.0,Scenario 1 : Take new NRIC and do the ekyc flow,,01-08-2024 18:15:04,01-08-2024 18:17:14,2m - 9.571s,PASSED
custreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,Customer Risk Rating,,01-08-2024 18:15:05,01-08-2024 18:15:05,0.054s,PASSED
custloan_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,,,01-08-2024 18:15:05,01-08-2024 18:15:05,0.002s,PASSED
println(custloan_id),Chrome 127.0.0.0,,,01-08-2024 18:15:05,01-08-2024 18:15:05,0.006s,PASSED
"response1 = sendRequest(findTestObject(""EKYC Flow/Customer Risk Rating"", [""cust_req_id"":custreq_id, ""cust_loan_id"":custloan_id, ""NRIC"":New_Nric]))",Chrome 127.0.0.0,,,01-08-2024 18:15:05,01-08-2024 18:15:09,4.271s,PASSED
println(response1.getResponseBodyContent()),Chrome 127.0.0.0,,,01-08-2024 18:15:09,01-08-2024 18:15:09,0.021s,PASSED
getStatusCode()).isEqualTo(200),Chrome 127.0.0.0,,,01-08-2024 18:15:09,01-08-2024 18:15:09,0.229s,PASSED
"println(verifyElementPropertyValue(response1, ""evaluationStatus"", ""Approve""))",Chrome 127.0.0.0,,,01-08-2024 18:15:09,01-08-2024 18:15:09,0.137s,PASSED
"println(""**************CUSTOMER RISK RATING PASSED**************"")",Chrome 127.0.0.0,,,01-08-2024 18:15:09,01-08-2024 18:15:09,0.009s,PASSED
indreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,Industry Risk Rating,,01-08-2024 18:15:09,01-08-2024 18:15:09,0.004s,PASSED
"response2 = sendRequest(findTestObject(""EKYC Flow/Industry Risk Rating"", [""ind_loan_id"":custloan_id, ""ind_req_id"":indreq_id, ""NRIC"":New_Nric]))",Chrome 127.0.0.0,,,01-08-2024 18:15:09,01-08-2024 18:15:12,2.922s,PASSED
