Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
custloan_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,,,09-08-2024 10:35:42,09-08-2024 10:35:42,0.002s,PASSED
println(custloan_id),Chrome 127.0.0.0,,,09-08-2024 10:35:42,09-08-2024 10:35:42,0.002s,PASSED
"response4 = sendRequest(findTestObject(""EKYC Flow/Member Onboarding Status"", [""stat_req_id"":statreq_id]))",Chrome 127.0.0.0,,,09-08-2024 10:35:42,09-08-2024 10:35:42,0.426s,PASSED
println(response4.getResponseBodyContent()),Chrome 127.0.0.0,,,09-08-2024 10:35:42,09-08-2024 10:35:42,0.002s,PASSED
getStatusCode()).isEqualTo(200),Chrome 127.0.0.0,,,09-08-2024 10:35:42,09-08-2024 10:35:42,0.002s,PASSED
"println(verifyElementPropertyValue(response4, ""exists"", ""true""))",Chrome 127.0.0.0,,,09-08-2024 10:35:42,09-08-2024 10:35:42,0.059s,PASSED
exreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,Member Existence Check,,09-08-2024 10:35:42,09-08-2024 10:35:42,0.001s,PASSED
"response5 = sendRequest(findTestObject(""EKYC Flow/Member Existence Check"", [""ex_loan_id"":custloan_id, ""ex_req_id"":exreq_id, ""NRIC"":New_Nric]))",Chrome 127.0.0.0,,,09-08-2024 10:35:42,09-08-2024 10:35:43,0.162s,PASSED
println(response5.getResponseBodyContent()),Chrome 127.0.0.0,,,09-08-2024 10:35:43,09-08-2024 10:35:43,0.001s,PASSED
getStatusCode()).isEqualTo(200),Chrome 127.0.0.0,,,09-08-2024 10:35:43,09-08-2024 10:35:43,0.001s,PASSED
"println(verifyElementPropertyValue(response5, ""exists"", ""true""))",Chrome 127.0.0.0,,,09-08-2024 10:35:43,09-08-2024 10:35:43,0.062s,PASSED
"println(""**************MEMBER EXISTENCE PASSED**************"")",Chrome 127.0.0.0,,,09-08-2024 10:35:43,09-08-2024 10:35:43,0.002s,PASSED
ekycreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,Fully EKYC,,09-08-2024 10:35:43,09-08-2024 10:35:43,0.012s,PASSED
custloan_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,,,09-08-2024 10:35:43,09-08-2024 10:35:43,0.002s,PASSED
"response6 = sendRequest(findTestObject(""EKYC Flow/Fully EKYC"", [""ekyc_loan_id"":custloan_id, ""ekyc_req_id"":ekycreq_id, ""NRIC"":New_Nric]))",Chrome 127.0.0.0,,,09-08-2024 10:35:43,09-08-2024 10:35:43,0.418s,PASSED
println(response6.getResponseBodyContent()),Chrome 127.0.0.0,,,09-08-2024 10:35:43,09-08-2024 10:35:43,0.002s,PASSED
getStatusCode()).isEqualTo(200),Chrome 127.0.0.0,,,09-08-2024 10:35:43,09-08-2024 10:35:43,0.002s,PASSED
"web = getElementPropertyValue(response6, ""webUrl"")",Chrome 127.0.0.0,,,09-08-2024 10:35:43,09-08-2024 10:35:43,0.055s,PASSED
println(web),Chrome 127.0.0.0,,,09-08-2024 10:35:43,09-08-2024 10:35:43,0.002s,PASSED
openBrowser(web),Chrome 127.0.0.0,,,09-08-2024 10:35:43,09-08-2024 10:35:48,5.297s,PASSED
delay(90),Chrome 127.0.0.0,,,09-08-2024 10:35:48,09-08-2024 10:37:19,1m - 30.043s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,09-08-2024 10:37:19,09-08-2024 10:37:30,11.945s,PASSED
"println(""**************FULLY EKYC PASSED**************"")",Chrome 127.0.0.0,,,09-08-2024 10:37:30,09-08-2024 10:37:30,0.001s,PASSED
