Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"println(""**************MEMBER EXISTENCE PASSED**************"")",Chrome 127.0.0.0,,,01-08-2024 19:12:00,01-08-2024 19:12:00,0.002s,PASSED
ekycreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,Fully EKYC,,01-08-2024 19:12:00,01-08-2024 19:12:00,0.016s,PASSED
custloan_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,,,01-08-2024 19:12:00,01-08-2024 19:12:00,0.003s,PASSED
"response6 = sendRequest(findTestObject(""EKYC Flow/Fully EKYC"", [""ekyc_loan_id"":custloan_id, ""ekyc_req_id"":ekycreq_id, ""NRIC"":New_Nric]))",Chrome 127.0.0.0,,,01-08-2024 19:12:00,01-08-2024 19:12:01,0.490s,PASSED
println(response6.getResponseBodyContent()),Chrome 127.0.0.0,,,01-08-2024 19:12:01,01-08-2024 19:12:01,0.005s,PASSED
getStatusCode()).isEqualTo(200),Chrome 127.0.0.0,,,01-08-2024 19:12:01,01-08-2024 19:12:01,0.005s,PASSED
"web = getElementPropertyValue(response6, ""webUrl"")",Chrome 127.0.0.0,,,01-08-2024 19:12:01,01-08-2024 19:12:01,0.090s,PASSED
println(web),Chrome 127.0.0.0,,,01-08-2024 19:12:01,01-08-2024 19:12:01,0.001s,PASSED
openBrowser(web),Chrome 127.0.0.0,,,01-08-2024 19:12:01,01-08-2024 19:12:07,6.017s,PASSED
delay(90),Chrome 127.0.0.0,,,01-08-2024 19:12:07,01-08-2024 19:13:37,1m - 30.106s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,01-08-2024 19:13:37,01-08-2024 19:13:37,0.432s,PASSED
"println(""**************FULLY EKYC PASSED**************"")",Chrome 127.0.0.0,,,01-08-2024 19:13:37,01-08-2024 19:13:37,0.001s,PASSED
