Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer IDV,,,,08-08-2024 17:12:38,08-08-2024 17:12:47,9.215s,FAILED
,,,,,,,
Test Cases/TC02_Customer_Idv,,Scenario 2 : Take NRIC from customer idv table that has done fully ekyc,,08-08-2024 17:12:46,08-08-2024 17:12:47,1.161s,FAILED
statreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,,Member Onboarding Status,,08-08-2024 17:12:46,08-08-2024 17:12:46,0.002s,PASSED
custloan_id = Math.floor(Math.random() * 9000000000) + 1000000000,,,,08-08-2024 17:12:46,08-08-2024 17:12:46,0.001s,PASSED
println(custloan_id),,,,08-08-2024 17:12:46,08-08-2024 17:12:46,0.001s,PASSED
"response4 = sendRequest(findTestObject(""EKYC Flow/Member Onboarding Status"", [""stat_req_id"":statreq_id, ""NRIC"":IDV_Nric]))",,,,08-08-2024 17:12:46,08-08-2024 17:12:46,0.132s,PASSED
println(response4.getResponseBodyContent()),,,,08-08-2024 17:12:46,08-08-2024 17:12:46,0.000s,PASSED
getStatusCode()).isEqualTo(200),,,,08-08-2024 17:12:46,08-08-2024 17:12:46,0.001s,PASSED
"println(verifyElementPropertyValue(response4, ""exists"", ""true""))",,,,08-08-2024 17:12:46,08-08-2024 17:12:46,0.109s,PASSED
exreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,,Member Existence Check,,08-08-2024 17:12:46,08-08-2024 17:12:46,0.001s,PASSED
println(custloan_id),,,,08-08-2024 17:12:46,08-08-2024 17:12:46,0.001s,PASSED
"response5 = sendRequest(findTestObject(""EKYC Flow/Member Existence Check"", [""ex_loan_id"":custloan_id, ""ex_req_id"":exreq_id, ""NRIC"":IDV_Nric]))",,,,08-08-2024 17:12:46,08-08-2024 17:12:47,0.387s,PASSED
println(response5.getResponseBodyContent()),,,,08-08-2024 17:12:47,08-08-2024 17:12:47,0.000s,PASSED
getStatusCode()).isEqualTo(200),,,,08-08-2024 17:12:47,08-08-2024 17:12:47,0.000s,PASSED
"println(verifyElementPropertyValue(response5, ""exists"", ""true""))",,,,08-08-2024 17:12:47,08-08-2024 17:12:47,0.055s,PASSED
"println(""**************MEMBER EXISTENCE PASSED**************"")",,,,08-08-2024 17:12:47,08-08-2024 17:12:47,0.000s,PASSED
custreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,,Customer Risk Rating,,08-08-2024 17:12:47,08-08-2024 17:12:47,0.001s,PASSED
custloan_id = Math.floor(Math.random() * 9000000000) + 1000000000,,,,08-08-2024 17:12:47,08-08-2024 17:12:47,0.000s,PASSED
println(custloan_id),,,,08-08-2024 17:12:47,08-08-2024 17:12:47,0.001s,PASSED
"response1 = sendRequest(findTestObject(""EKYC Flow/Customer Risk Rating"", [""cust_req_id"":custreq_id, ""cust_loan_id"":custloan_id, ""NRIC"":IDV_Nric]))",,,,08-08-2024 17:12:47,08-08-2024 17:12:47,0.385s,PASSED
println(response1.getResponseBodyContent()),,,,08-08-2024 17:12:47,08-08-2024 17:12:47,0.001s,PASSED
getStatusCode()).isEqualTo(200),,,,08-08-2024 17:12:47,08-08-2024 17:12:47,0.005s,FAILED
