Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
New Nric,Chrome 127.0.0.0,,,01-08-2024 18:22:59,01-08-2024 18:24:44,1m - 44.712s,PASSED
,,,,,,,
Test Cases/TC01_NEW_NRIC,Chrome 127.0.0.0,Scenario 1 : Take new NRIC and do the ekyc flow,,01-08-2024 18:23:00,01-08-2024 18:24:44,1m - 44.425s,PASSED
custreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,Customer Risk Rating,,01-08-2024 18:23:01,01-08-2024 18:23:01,0.058s,PASSED
custloan_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,,,01-08-2024 18:23:01,01-08-2024 18:23:01,0.003s,PASSED
println(custloan_id),Chrome 127.0.0.0,,,01-08-2024 18:23:01,01-08-2024 18:23:01,0.008s,PASSED
"response1 = sendRequest(findTestObject(""EKYC Flow/Customer Risk Rating"", [""cust_req_id"":custreq_id, ""cust_loan_id"":custloan_id, ""NRIC"":New_Nric]))",Chrome 127.0.0.0,,,01-08-2024 18:23:01,01-08-2024 18:23:05,4.202s,PASSED
println(response1.getResponseBodyContent()),Chrome 127.0.0.0,,,01-08-2024 18:23:05,01-08-2024 18:23:05,0.041s,PASSED
getStatusCode()).isEqualTo(200),Chrome 127.0.0.0,,,01-08-2024 18:23:05,01-08-2024 18:23:05,0.335s,PASSED
"println(verifyElementPropertyValue(response1, ""evaluationStatus"", ""Approve""))",Chrome 127.0.0.0,,,01-08-2024 18:23:05,01-08-2024 18:23:05,0.195s,PASSED
"println(""**************CUSTOMER RISK RATING PASSED**************"")",Chrome 127.0.0.0,,,01-08-2024 18:23:05,01-08-2024 18:23:05,0.002s,PASSED
indreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,Industry Risk Rating,,01-08-2024 18:23:05,01-08-2024 18:23:05,0.002s,PASSED
"response2 = sendRequest(findTestObject(""EKYC Flow/Industry Risk Rating"", [""ind_loan_id"":custloan_id, ""ind_req_id"":indreq_id, ""NRIC"":New_Nric]))",Chrome 127.0.0.0,,,01-08-2024 18:23:05,01-08-2024 18:23:06,1.015s,PASSED
println(response2.getResponseBodyContent()),Chrome 127.0.0.0,,,01-08-2024 18:23:06,01-08-2024 18:23:06,0.002s,PASSED
getStatusCode()).isEqualTo(200),Chrome 127.0.0.0,,,01-08-2024 18:23:06,01-08-2024 18:23:06,0.003s,PASSED
"println(verifyElementPropertyValue(response2, ""riskAssessmentType"", ""PROHIBITED_INDUSTRY""))",Chrome 127.0.0.0,,,01-08-2024 18:23:06,01-08-2024 18:23:06,0.073s,PASSED
"println(verifyElementPropertyValue(response2, ""evaluationStatus"", ""Reject""))",Chrome 127.0.0.0,,,01-08-2024 18:23:06,01-08-2024 18:23:07,0.056s,PASSED
"println(""**************INDUSTRY RISK RATING PASSED**************"")",Chrome 127.0.0.0,,,01-08-2024 18:23:07,01-08-2024 18:23:07,0.001s,PASSED
comreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,Company Risk Rating,,01-08-2024 18:23:07,01-08-2024 18:23:07,0.001s,PASSED
"response3 = sendRequest(findTestObject(""EKYC Flow/Company Risk Rating"", [""com_loan_id"":custloan_id, ""com_req_id"":comreq_id, ""NRIC"":New_Nric]))",Chrome 127.0.0.0,,,01-08-2024 18:23:07,01-08-2024 18:23:09,2.035s,PASSED
println(response3.getResponseBodyContent()),Chrome 127.0.0.0,,,01-08-2024 18:23:09,01-08-2024 18:23:09,0.008s,PASSED
getStatusCode()).isEqualTo(200),Chrome 127.0.0.0,,,01-08-2024 18:23:09,01-08-2024 18:23:09,0.007s,PASSED
"println(verifyElementPropertyValue(response3, ""riskAssessmentType"", ""COMPANY_RISK""))",Chrome 127.0.0.0,,,01-08-2024 18:23:09,01-08-2024 18:23:09,0.068s,PASSED
"println(verifyElementPropertyValue(response3, ""evaluationStatus"", ""Reject""))",Chrome 127.0.0.0,,,01-08-2024 18:23:09,01-08-2024 18:23:09,0.064s,PASSED
"println(""**************COMPANY RISK RATING PASSED**************"")",Chrome 127.0.0.0,,,01-08-2024 18:23:09,01-08-2024 18:23:09,0.002s,PASSED
