Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer IDV,,,,09-08-2024 14:54:04,09-08-2024 14:54:12,7.311s,FAILED
,,,,,,,
Test Cases/TC02_Customer_Idv,,Scenario 2 : Take NRIC from customer idv table that has done fully ekyc,,09-08-2024 14:54:11,09-08-2024 14:54:12,0.567s,FAILED
statreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,,Member Onboarding Status,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.001s,PASSED
custloan_id = Math.floor(Math.random() * 9000000000) + 1000000000,,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.001s,PASSED
println(custloan_id),,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.000s,PASSED
"response4 = sendRequest(findTestObject(""EKYC Flow/Member Onboarding Status"", [""stat_req_id"":statreq_id, ""NRIC"":IDV_Nric]))",,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.177s,PASSED
println(response4.getResponseBodyContent()),,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.001s,PASSED
getStatusCode()).isEqualTo(200),,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.000s,PASSED
"println(verifyElementPropertyValue(response4, ""exists"", ""true""))",,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.043s,PASSED
exreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,,Member Existence Check,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.001s,PASSED
println(custloan_id),,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.000s,PASSED
"response5 = sendRequest(findTestObject(""EKYC Flow/Member Existence Check"", [""ex_loan_id"":custloan_id, ""ex_req_id"":exreq_id, ""NRIC"":IDV_Nric]))",,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.130s,PASSED
println(response5.getResponseBodyContent()),,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.000s,PASSED
getStatusCode()).isEqualTo(200),,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.000s,PASSED
"println(verifyElementPropertyValue(response5, ""exists"", ""true""))",,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.051s,PASSED
"println(""**************MEMBER EXISTENCE PASSED**************"")",,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.001s,PASSED
custreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,,Customer Risk Rating,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.000s,PASSED
custloan_id = Math.floor(Math.random() * 9000000000) + 1000000000,,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.000s,PASSED
println(custloan_id),,,,09-08-2024 14:54:11,09-08-2024 14:54:11,0.001s,PASSED
"response1 = sendRequest(findTestObject(""EKYC Flow/Customer Risk Rating"", [""cust_req_id"":custreq_id, ""cust_loan_id"":custloan_id, ""NRIC"":IDV_Nric]))",,,,09-08-2024 14:54:11,09-08-2024 14:54:12,0.130s,PASSED
println(response1.getResponseBodyContent()),,,,09-08-2024 14:54:12,09-08-2024 14:54:12,0.001s,PASSED
getStatusCode()).isEqualTo(200),,,,09-08-2024 14:54:12,09-08-2024 14:54:12,0.002s,FAILED
