Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
New Nric,Chrome 127.0.0.0,,,02-08-2024 10:51:56,02-08-2024 10:53:43,1m - 46.271s,PASSED
,,,,,,,
Test Cases/TC01_NEW_NRIC,Chrome 127.0.0.0,Scenario 1 : Take new NRIC and do the ekyc flow,,02-08-2024 10:51:57,02-08-2024 10:53:43,1m - 45.891s,PASSED
custreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,Customer Risk Rating,,02-08-2024 10:51:58,02-08-2024 10:51:58,0.059s,PASSED
custloan_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,,,02-08-2024 10:51:58,02-08-2024 10:51:58,0.004s,PASSED
println(custloan_id),Chrome 127.0.0.0,,,02-08-2024 10:51:58,02-08-2024 10:51:58,0.008s,PASSED
"response1 = sendRequest(findTestObject(""EKYC Flow/Customer Risk Rating"", [""cust_req_id"":custreq_id, ""cust_loan_id"":custloan_id, ""NRIC"":New_Nric]))",Chrome 127.0.0.0,,,02-08-2024 10:51:58,02-08-2024 10:52:02,3.553s,PASSED
println(response1.getResponseBodyContent()),Chrome 127.0.0.0,,,02-08-2024 10:52:02,02-08-2024 10:52:02,0.027s,PASSED
getStatusCode()).isEqualTo(200),Chrome 127.0.0.0,,,02-08-2024 10:52:02,02-08-2024 10:52:02,0.278s,PASSED
"println(verifyElementPropertyValue(response1, ""evaluationStatus"", ""Approve""))",Chrome 127.0.0.0,,,02-08-2024 10:52:02,02-08-2024 10:52:02,0.118s,PASSED
"println(""**************CUSTOMER RISK RATING PASSED**************"")",Chrome 127.0.0.0,,,02-08-2024 10:52:02,02-08-2024 10:52:02,0.003s,PASSED
indreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,Industry Risk Rating,,02-08-2024 10:52:02,02-08-2024 10:52:02,0.005s,PASSED
"response2 = sendRequest(findTestObject(""EKYC Flow/Industry Risk Rating"", [""ind_loan_id"":custloan_id, ""ind_req_id"":indreq_id, ""NRIC"":New_Nric]))",Chrome 127.0.0.0,,,02-08-2024 10:52:02,02-08-2024 10:52:03,1.058s,PASSED
println(response2.getResponseBodyContent()),Chrome 127.0.0.0,,,02-08-2024 10:52:03,02-08-2024 10:52:03,0.007s,PASSED
getStatusCode()).isEqualTo(200),Chrome 127.0.0.0,,,02-08-2024 10:52:03,02-08-2024 10:52:03,0.003s,PASSED
"println(verifyElementPropertyValue(response2, ""riskAssessmentType"", ""PROHIBITED_INDUSTRY""))",Chrome 127.0.0.0,,,02-08-2024 10:52:03,02-08-2024 10:52:03,0.074s,PASSED
"println(verifyElementPropertyValue(response2, ""evaluationStatus"", ""Reject""))",Chrome 127.0.0.0,,,02-08-2024 10:52:03,02-08-2024 10:52:03,0.046s,PASSED
"println(""**************INDUSTRY RISK RATING PASSED**************"")",Chrome 127.0.0.0,,,02-08-2024 10:52:03,02-08-2024 10:52:03,0.002s,PASSED
comreq_id = Math.floor(Math.random() * 9000000000) + 1000000000,Chrome 127.0.0.0,Company Risk Rating,,02-08-2024 10:52:03,02-08-2024 10:52:03,0.003s,PASSED
